"","Type","LONGITUDE","LATITUDE"
"11576","crash ",-87.725339123,41.875315839
"11577","crash ",-87.725332186,41.787624112
"11578","crash ",-87.725329655,41.807959097
"11579","crash ",-87.725323866,41.874469687
"11580","crash ",-87.725323866,41.874469687
"11581","crash ",-87.725321715,41.93677873
"11582","crash ",-87.725313697,41.874750447
"11583","crash ",-87.7253033,41.874543916
"11584","crash ",-87.725298372,41.874406887
"11585","crash ",-87.725297727,41.865681759
"11586","crash ",-87.725290864,41.962989427
"11587","crash ",-87.725288209,41.845960702
"11588","crash ",-87.725271225,41.962281481
"11589","crash ",-87.725264975,41.873423667
"11590","crash ",-87.72526362,41.864433683
"11591","crash ",-87.72526279,41.864251194
"11592","crash ",-87.72526279,41.864251194
"11593","crash ",-87.725253793,41.872555178
"11594","crash ",-87.72524327,41.850794869
"11595","crash ",-87.725237732,41.863402214
"11596","crash ",-87.72523422,41.866281003
"11597","crash ",-87.72523422,41.866281003
"11598","crash ",-87.72523422,41.866281003
"11599","crash ",-87.725233037,41.90276732
"11600","crash ",-87.72522858,41.866061508
"11601","crash ",-87.725225564,41.931701804
"11602","crash ",-87.725213312,41.784179906
"11603","crash ",-87.725210664,41.793077673
"11604","crash ",-87.725209865,41.871161787
"11605","crash ",-87.725201838,41.951948409
"11606","crash ",-87.725200447,41.801528278
"11607","crash ",-87.725199488,41.87720189
"11608","crash ",-87.725186844,41.85512675
"11609","crash ",-87.725184519,41.97202729
"11610","crash ",-87.725182592,41.990288635
"11611","crash ",-87.72516736,41.851064399
"11612","crash ",-87.725158215,41.847789691
"11613","crash ",-87.725146323,41.926232722
"11614","crash ",-87.725141411,41.807741678
"11615","crash ",-87.725140236,41.778519653
"11616","crash ",-87.725138476,41.91729536
"11617","crash ",-87.725130856,41.859864184
"11618","crash ",-87.725120594,41.899123294
"11619","crash ",-87.725115732,41.859354022
"11620","crash ",-87.725112387,41.844138797
"11621","crash ",-87.725112156,41.866282755
"11622","crash ",-87.725099585,41.858775158
"11623","crash ",-87.725099585,41.858775158
"11624","crash ",-87.725099585,41.858775158
"11625","crash ",-87.725099585,41.858775158
"11626","crash ",-87.725095927,41.855128953
"11627","crash ",-87.7250928,41.871521221
"11628"," speed",-87.725083688,41.867401835
"11629"," speed",-87.725083688,41.867401835
"11630"," speed",-87.725083688,41.867401835
"11631"," speed",-87.725083688,41.867401835
"11632"," speed",-87.725083688,41.867401835
"11633"," speed",-87.725083688,41.867401835
"11634"," speed",-87.725083688,41.867401835
"11635"," speed",-87.725083688,41.867401835
"11636"," speed",-87.725083688,41.867401835
"11637"," speed",-87.725083688,41.867401835
"11638"," speed",-87.725083688,41.867401835
"11639"," speed",-87.725083688,41.867401835
"11640"," speed",-87.725083688,41.867401835
"11641"," speed",-87.725083688,41.867401835
"11642"," speed",-87.725083688,41.867401835
"11643"," speed",-87.725083688,41.867401835
"11644"," speed",-87.725083688,41.867401835
"11645"," speed",-87.725083688,41.867401835
"11646"," speed",-87.725083688,41.867401835
"11647"," speed",-87.725083688,41.867401835
"11648"," speed",-87.725083688,41.867401835
"11649"," speed",-87.725083688,41.867401835
"11650"," speed",-87.725083688,41.867401835
"11651"," speed",-87.725083688,41.867401835
"11652"," speed",-87.725083688,41.867401835
"11653"," speed",-87.725083688,41.867401835
"11654"," speed",-87.725083688,41.867401835
"11655"," speed",-87.725083688,41.867401835
"11656"," speed",-87.725083688,41.867401835
"11657"," speed",-87.725083688,41.867401835
"11658"," speed",-87.725083688,41.867401835
"11659"," speed",-87.725083688,41.867401835
"11660"," speed",-87.725083688,41.867401835
"11661"," speed",-87.725083688,41.867401835
"11662"," speed",-87.725083688,41.867401835
"11663","crash ",-87.725080961,41.966340367
"11664","crash ",-87.725080098,41.933752066
"11665"," speed",-87.725074339,41.939699007
"11666"," speed",-87.725074339,41.939699007
"11667"," speed",-87.725074339,41.939699007
"11668"," speed",-87.725074339,41.939699007
"11669"," speed",-87.725074339,41.939699007
"11670"," speed",-87.725074339,41.939699007
"11671"," speed",-87.725074339,41.939699007
"11672"," speed",-87.725074339,41.939699007
"11673"," speed",-87.725074339,41.939699007
"11674"," speed",-87.725074339,41.939699007
"11675"," speed",-87.725074339,41.939699007
"11676"," speed",-87.725074339,41.939699007
"11677"," speed",-87.725074339,41.939699007
"11678"," speed",-87.725074339,41.939699007
"11679"," speed",-87.725074339,41.939699007
"11680"," speed",-87.725074339,41.939699007
"11681"," speed",-87.725074339,41.939699007
"11682"," speed",-87.725074339,41.939699007
"11683"," speed",-87.725074339,41.939699007
"11684"," speed",-87.725074339,41.939699007
"11685"," speed",-87.725074339,41.939699007
"11686","crash ",-87.725072573,41.935337618
"11687","crash ",-87.725069116,41.767629072
"11688","crash ",-87.725067671,41.926233508
"11689","crash ",-87.725057879,41.885323187
"11690","crash ",-87.725053998,41.906493555
"11691","crash ",-87.725046109,41.954514045
"11692","crash ",-87.725044312,41.856608987
"11693","crash ",-87.725040232,41.778052299
"11694","crash ",-87.725037944,41.896317892
"11695","crash ",-87.72503353,41.866283884
"11696","crash ",-87.725032461,41.905481231
"11697","crash ",-87.725025546,41.905422716
"11698","crash ",-87.725020134,41.924617754
"11699","crash ",-87.725017796,41.765925674
"11700","crash ",-87.725017276,41.683991816
"11701","crash ",-87.725017276,41.683991816
"11702","crash ",-87.725017276,41.683991816
"11703","crash ",-87.725015761,41.858978254
"11704","crash ",-87.725014787,41.866064578
"11705","crash ",-87.72501353,41.895465462
"11706","crash ",-87.725010725,41.855556129
"11707","crash ",-87.72500737,41.961091681
"11708","crash ",-87.725003322,41.946294758
"11709","crash ",-87.724997658,41.865376846
"11710","crash ",-87.724996483,41.854983132
"11711","crash ",-87.724996483,41.854983132
"11712","crash ",-87.724996483,41.854983132
"11713","crash ",-87.724996011,41.85491537
"11714","crash ",-87.724995318,41.942854515
"11715"," speed",-87.724989739,41.931705097
"11716"," speed",-87.724989739,41.931705097
"11717"," speed",-87.724989739,41.931705097
"11718","crash ",-87.72498389,41.864907155
"11719","crash ",-87.72498105,41.854438846
"11720","crash ",-87.7249773,41.910012771
"11721","crash ",-87.724961216,41.807962561
"11722","crash ",-87.724956723,41.941543169
"11723"," speed",-87.724956656,41.793079668
"11724"," speed",-87.724956656,41.793079668
"11725"," speed",-87.724956656,41.793079668
"11726"," speed",-87.724956656,41.793079668
"11727"," speed",-87.724956656,41.793079668
"11728"," speed",-87.724956656,41.793079668
"11729"," speed",-87.724956656,41.793079668
"11730"," speed",-87.724956656,41.793079668
"11731"," speed",-87.724956656,41.793079668
"11732"," speed",-87.724956656,41.793079668
"11733"," speed",-87.724956656,41.793079668
"11734"," speed",-87.724956656,41.793079668
"11735"," speed",-87.724956656,41.793079668
"11736"," speed",-87.724956656,41.793079668
"11737"," speed",-87.724956656,41.793079668
"11738"," speed",-87.724956656,41.793079668
"11739"," speed",-87.724956656,41.793079668
"11740"," speed",-87.724956656,41.793079668
"11741"," speed",-87.724956656,41.793079668
"11742"," speed",-87.724956656,41.793079668
"11743"," speed",-87.724956656,41.793079668
"11744"," speed",-87.724956656,41.793079668
"11745"," speed",-87.724956656,41.793079668
"11746"," speed",-87.724956656,41.793079668
"11747"," speed",-87.724956656,41.793079668
"11748"," speed",-87.724956656,41.793079668
"11749"," speed",-87.724956656,41.793079668
"11750"," speed",-87.724956656,41.793079668
"11751"," speed",-87.724956656,41.793079668
"11752"," speed",-87.724956656,41.793079668
"11753"," speed",-87.724956656,41.793079668
"11754"," speed",-87.724956656,41.793079668
"11755","crash ",-87.724953941,41.771455781
"11756","crash ",-87.72495227,41.853510923
"11757","crash ",-87.724951511,41.807760915
"11758","crash ",-87.724951511,41.807760915
"11759","crash ",-87.724946989,41.853367138
"11760","crash ",-87.724946989,41.853367138
"11761","crash ",-87.724946989,41.853367138
"11762","crash ",-87.724946989,41.853367138
"11763","crash ",-87.724943327,41.941034619
"11764","crash ",-87.724935276,41.863125107
"11765","crash ",-87.724931869,41.852626915
"11766","crash ",-87.724907915,41.850913182
"11767","crash ",-87.724904787,41.851521442
"11768","crash ",-87.724901437,41.970209526
"11769","crash ",-87.724897019,41.862036929
"11770","crash ",-87.724895542,41.851158217
"11771","crash ",-87.724895542,41.851158217
"11772","crash ",-87.724895542,41.851158217
"11773","crash ",-87.724892498,41.851109416
"11774","crash ",-87.724892498,41.851109416
"11775","crash ",-87.724885672,41.869925136
"11776","crash ",-87.724882975,41.851654369
"11777","crash ",-87.724882975,41.851654369
"11778","crash ",-87.724882975,41.851654369
"11779","crash ",-87.724882975,41.851654369
"11780","crash ",-87.724869738,41.807963318
"11781","crash ",-87.724864411,41.874256747
"11782","crash ",-87.724858,41.881960933
"11783","crash ",-87.724858,41.881960933
"11784","crash ",-87.724858,41.881960933
"11785","crash ",-87.724857345,41.941055005
"11786","crash ",-87.724850216,41.96109347
"11787","crash ",-87.724844586,41.80409984
"11788","crash ",-87.724844586,41.80409984
"11789","crash ",-87.724826244,41.880848988
"11790","crash ",-87.724826244,41.880848988
"11791","crash ",-87.724813723,41.84811737
"11792","crash ",-87.724808767,41.848029218
"11793","crash ",-87.724806541,41.939535494
"11794","crash ",-87.724806541,41.939535494
"11795","crash ",-87.724805973,41.858779217
"11796","crash ",-87.724798797,41.802565923
"11797","crash ",-87.724795305,41.847857649
"11798","crash ",-87.724795305,41.847857649
"11799"," speed",-87.724790362,41.793300512
"11800"," speed",-87.724790362,41.793300512
"11801"," speed",-87.724790362,41.793300512
"11802"," speed",-87.724790362,41.793300512
"11803"," speed",-87.724790362,41.793300512
"11804"," speed",-87.724790362,41.793300512
"11805"," speed",-87.724790362,41.793300512
"11806"," speed",-87.724790362,41.793300512
"11807"," speed",-87.724790362,41.793300512
"11808"," speed",-87.724790362,41.793300512
"11809"," speed",-87.724790362,41.793300512
"11810"," speed",-87.724790362,41.793300512
"11811"," speed",-87.724790362,41.793300512
"11812"," speed",-87.724790362,41.793300512
"11813"," speed",-87.724790362,41.793300512
"11814"," speed",-87.724790362,41.793300512
"11815"," speed",-87.724790362,41.793300512
"11816"," speed",-87.724790362,41.793300512
"11817"," speed",-87.724790362,41.793300512
"11818"," speed",-87.724790362,41.793300512
"11819"," speed",-87.724790362,41.793300512
"11820"," speed",-87.724790362,41.793300512
"11821"," speed",-87.724790362,41.793300512
"11822"," speed",-87.724790362,41.793300512
"11823"," speed",-87.724790362,41.793300512
"11824"," speed",-87.724790362,41.793300512
"11825"," speed",-87.724790362,41.793300512
"11826"," speed",-87.724790362,41.793300512
"11827"," speed",-87.724790362,41.793300512
"11828"," speed",-87.724790362,41.793300512
"11829"," speed",-87.724790362,41.793300512
"11830"," speed",-87.724790362,41.793300512
"11831"," speed",-87.724790362,41.793300512
"11832"," speed",-87.724790362,41.793300512
"11833"," speed",-87.724790362,41.793300512
"11834","crash ",-87.724786386,41.857987248
"11835","crash ",-87.724778537,41.953800003
"11836","crash ",-87.724775223,41.850957959
"11837","crash ",-87.724775223,41.850957959
"11838","crash ",-87.724761371,41.846037569
"11839","crash ",-87.724747432,41.807964429
"11840","crash ",-87.724747432,41.807964429
"11841","crash ",-87.724743541,41.940018851
"11842","crash ",-87.724729231,41.880849942
"11843","crash ",-87.724727491,41.844914324
"11844","crash ",-87.724704126,41.974108553
"11845","crash ",-87.724694701,41.87330798
"11846","crash ",-87.724693809,41.844157586
"11847","crash ",-87.724693809,41.844157586
"11848","crash ",-87.72469163,41.93208058
"11849","crash ",-87.724691354,41.885526597
"11850","crash ",-87.724680874,41.88085039
"11851","crash ",-87.724680874,41.88085039
"11852","crash ",-87.724675694,41.808289995
"11853","crash ",-87.724667057,41.843187382
"11854","crash ",-87.724663127,41.97274897
"11855","crash ",-87.724662743,41.94154768
"11856","crash ",-87.724660915,41.842957781
"11857","crash ",-87.724647867,41.866069844
"11858","crash ",-87.724646997,41.84250117
"11859","crash ",-87.724641516,41.80430404
"11860","crash ",-87.72463886,41.858979828
"11861","crash ",-87.724637287,41.804084525
"11862","crash ",-87.724637043,41.972034771
"11863","crash ",-87.724634592,41.898927123
"11864","crash ",-87.724625825,41.841628381
"11865","crash ",-87.724623482,41.929762387
"11866","crash ",-87.724622544,41.851934576
"11867","crash ",-87.724614167,41.895270494
"11868","crash ",-87.72461323,41.851600679
"11869","crash ",-87.724611259,41.851658705
"11870","crash ",-87.724611259,41.851658705
"11871","crash ",-87.724611259,41.851658705
"11872","crash ",-87.724611217,41.851525859
"11873","crash ",-87.724606214,41.875390093
"11874","crash ",-87.724602194,41.931930079
"11875","crash ",-87.724599469,41.840655194
"11876","crash ",-87.724598439,41.848021757
"11877","crash ",-87.724596815,41.851021518
"11878","crash ",-87.724593366,41.840470833
"11879","crash ",-87.724591306,41.850796776
"11880","crash ",-87.72458522,41.891048416
"11881","crash ",-87.724583816,41.840128402
"11882","crash ",-87.724582387,41.840071156
"11883","crash ",-87.724578275,41.850290589
"11884","crash ",-87.724576827,41.850234346
"11885","crash ",-87.724576827,41.850234346
"11886","crash ",-87.724571036,41.850009374
"11887","crash ",-87.724560108,41.839213147
"11888","crash ",-87.724558802,41.846195975
"11889","crash ",-87.724554263,41.849357799
"11890","crash ",-87.724552627,41.889984677
"11891","crash ",-87.724550896,41.78945117
"11892","crash ",-87.724549033,41.838813029
"11893","crash ",-87.724541714,41.838514002
"11894","crash ",-87.724533897,41.793102044
"11895","crash ",-87.724525976,41.848332054
"11896","crash ",-87.724519708,41.84810509
"11897","crash ",-87.724519708,41.84810509
"11898","crash ",-87.724507054,41.968051875
"11899","crash ",-87.724499384,41.847747409
"11900","crash ",-87.724499209,41.836972624
"11901","crash ",-87.724499209,41.836972624
"11902","crash ",-87.724498245,41.881743588
"11903","crash ",-87.724497387,41.847570965
"11904","crash ",-87.724495465,41.836789643
"11905","crash ",-87.724495465,41.836789643
"11906","crash ",-87.724495465,41.836789643
"11907","crash ",-87.724495465,41.836789643
"11908","crash ",-87.724495465,41.836789643
"11909","crash ",-87.724487903,41.880852287
"11910","crash ",-87.724487019,41.846892894
"11911","crash ",-87.724483149,41.866291784
"11912","crash ",-87.724483149,41.866291784
"11913","crash ",-87.724467782,41.846039823
"11914","crash ",-87.724467624,41.858982039
"11915","crash ",-87.724463139,41.924193375
"11916","crash ",-87.724454782,41.834973063
"11917","crash ",-87.724454782,41.834973063
"11918","crash ",-87.724444466,41.834365742
"11919","crash ",-87.724436375,41.842300595
"11920","crash ",-87.724434995,41.880633339
"11921","crash ",-87.724423957,41.749635066
"11922","crash ",-87.724418645,41.833270194
"11923","crash ",-87.72441401,41.964888397
"11924","crash ",-87.724409807,41.871531523
"11925","crash ",-87.724409158,41.885511109
"11926","crash ",-87.724408713,41.836771676
"11927","crash ",-87.724408713,41.836771676
"11928","crash ",-87.724406414,41.9221911
"11929","crash ",-87.724389772,41.924624328
"11930","crash ",-87.724376935,41.858763642
"11931","crash ",-87.724376832,41.831253843
"11932","crash ",-87.724376447,41.843306107
"11933","crash ",-87.724372161,41.843133975
"11934","crash ",-87.724364684,41.85109766
"11935","crash ",-87.724351954,41.830223541
"11936","crash ",-87.72435146,41.8423184
"11937","crash ",-87.724350436,41.962528915
"11938","crash ",-87.724339295,41.895274829
"11939","crash ",-87.72433151,41.785831418
"11940","crash ",-87.72433151,41.785831418
"11941","crash ",-87.724329339,41.79330455
"11942","crash ",-87.724323618,41.828893564
"11943","crash ",-87.724321555,41.968172035
"11944","crash ",-87.724320605,41.828718064
"11945","crash ",-87.724320079,41.919244843
"11946","crash ",-87.724314437,41.931714526
"11947","crash ",-87.724305733,41.879887262
"11948","crash ",-87.724295591,41.960880383
"11949","crash ",-87.724295591,41.960880383
"11950","crash ",-87.724283925,41.969268879
"11951","crash ",-87.72428145,41.826728187
"11952","crash ",-87.724275616,41.878995987
"11953","crash ",-87.724269071,41.936138695
"11954","crash ",-87.724265947,41.749287633
"11955","crash ",-87.724256238,41.904345168
"11956","crash ",-87.724255507,41.838816896
"11957","crash ",-87.724253445,41.825315444
"11958","crash ",-87.724251168,41.838632715
"11959","crash ",-87.724247232,41.801955459
"11960","crash ",-87.724246258,41.916773525
"11961","crash ",-87.724246126,41.880855088
"11962","crash ",-87.724244108,41.793288233
"11963","crash ",-87.724237304,41.900974515
"11964","crash ",-87.724237125,41.851141473
"11965","crash ",-87.724234667,41.82450844
"11966","crash ",-87.724232204,41.824427357
"11967","crash ",-87.724229532,41.905420393
"11968","crash ",-87.72421326,41.823698189
"11969","crash ",-87.724211417,41.823617097
"11970","crash ",-87.72420917,41.967919347
"11971","crash ",-87.724206802,41.823414059
"11972","crash ",-87.724206802,41.823414059
"11973","crash ",-87.724203782,41.823281181
"11974","crash ",-87.724203782,41.823281181
"11975","crash ",-87.724202542,41.91891471
"11976","crash ",-87.724202346,41.836774533
"11977","crash ",-87.724201937,41.836793001
"11978","crash ",-87.724201937,41.836793001
"11979","crash ",-87.724201145,41.935675634
"11980","crash ",-87.724200783,41.836736553
"11981","crash ",-87.724197478,41.784207746
"11982","crash ",-87.724193135,41.836397996
"11983","crash ",-87.724190229,41.914872525
"11984","crash ",-87.724189253,41.836229046
"11985","crash ",-87.724189028,41.780832679
"11986","crash ",-87.724187479,41.822563836
"11987","crash ",-87.724187479,41.822563836
"11988","crash ",-87.724187479,41.822563836
"11989","crash ",-87.724187479,41.822563836
"11990","crash ",-87.724187479,41.822563836
"11991","crash ",-87.724187479,41.822563836
"11992","crash ",-87.724187479,41.822563836
"11993","crash ",-87.724187479,41.822563836
"11994","crash ",-87.724187479,41.822563836
"11995","crash ",-87.72417685,41.924426239
"11996","crash ",-87.724168645,41.866296296
"11997","crash ",-87.724165378,41.835212553
"11998","crash ",-87.724162853,41.821292807
"11999","crash ",-87.724161253,41.834975917
"12000","crash ",-87.724159825,41.953810631
"12001","crash ",-87.724155492,41.895277499
"12002","crash ",-87.724146689,41.820767798
"12003","crash ",-87.724133999,41.964526692
"12004","crash ",-87.724133111,41.833596791
"12005","crash ",-87.72412904,41.778615616
"12006","crash ",-87.72412904,41.778615616
"12007","crash ",-87.724127667,41.833376071
"12008","crash ",-87.72412515,41.833274252
"12009","crash ",-87.724120986,41.922480256
"12010","crash ",-87.724120942,41.778529951
"12011","crash ",-87.724120038,41.873235364
"12012","crash ",-87.724117864,41.836775703
"12013","crash ",-87.724113531,41.87448387
"12014","crash ",-87.72411293,41.81884058
"12015","crash ",-87.72411293,41.81884058
"12016","crash ",-87.724112884,41.818882958
"12017","crash ",-87.724112702,41.819052466
"12018","crash ",-87.724112702,41.819052466
"12019","crash ",-87.724112702,41.819052466
"12020","crash ",-87.724112702,41.819052466
"12021","crash ",-87.724112702,41.819052466
"12022","crash ",-87.724109565,41.851185285
"12023","crash ",-87.724105062,41.818626138
"12024","crash ",-87.724099141,41.961102281
"12025","crash ",-87.724098583,41.831964778
"12026","crash ",-87.724097553,41.990302465
"12027","crash ",-87.724096405,41.818349017
"12028","crash ",-87.724096405,41.818349017
"12029","crash ",-87.724096405,41.818349017
"12030","crash ",-87.724096405,41.818349017
"12031","crash ",-87.724096405,41.818349017
"12032","crash ",-87.72409189,41.990082976
"12033","crash ",-87.724090019,41.866297425
"12034","crash ",-87.724090019,41.866297425
"12035","crash ",-87.724088905,41.818141463
"12036","crash ",-87.724082486,41.953811959
"12037","crash ",-87.724077152,41.817831666
"12038","crash ",-87.724074634,41.904621076
"12039","crash ",-87.724072996,41.939086253
"12040","crash ",-87.724072996,41.939086253
"12041","crash ",-87.72405929,41.817316238
"12042","crash ",-87.724058601,41.868115116
"12043","crash ",-87.724055359,41.920397394
"12044","crash ",-87.724051536,41.816901708
"12045","crash ",-87.724051536,41.816901708
"12046","crash ",-87.724051536,41.816901708
"12047","crash ",-87.724045785,41.851207192
"12048","crash ",-87.724036612,41.81630182
"12049","crash ",-87.724036612,41.81630182
"12050","crash ",-87.724036612,41.81630182
"12051","crash ",-87.724033246,41.863982806
"12052","crash ",-87.724027217,41.815931459
"12053","crash ",-87.724027104,41.828720882
"12054","crash ",-87.724021732,41.919072595
"12055","crash ",-87.724015201,41.815374356
"12056","crash ",-87.724010696,41.81525083
"12057","crash ",-87.724010696,41.81525083
"12058","crash ",-87.724009365,41.960883791
"12059","crash ",-87.724006402,41.755174652
"12060","crash ",-87.724005233,41.815101021
"12061","crash ",-87.724005233,41.815101021
"12062","crash ",-87.724005233,41.815101021
"12063","crash ",-87.724005233,41.815101021
"12064","crash ",-87.724005233,41.815101021
"12065","crash ",-87.724005233,41.815101021
"12066","crash ",-87.724005233,41.815101021
"12067","crash ",-87.724005233,41.815101021
"12068","crash ",-87.724005233,41.815101021
"12069","crash ",-87.724005233,41.815101021
"12070","crash ",-87.724005233,41.815101021
"12071","crash ",-87.724004443,41.880857966
"12072","crash ",-87.723999364,41.773717106
"12073","crash ",-87.723998063,41.960507717
"12074","crash ",-87.723994631,41.862440315
"12075","crash ",-87.723994509,41.81481698
"12076","crash ",-87.723994509,41.81481698
"12077","crash ",-87.723994509,41.81481698
"12078","crash ",-87.723980945,41.968394688
"12079","crash ",-87.723962561,41.814021943
"12080","crash ",-87.723959997,41.82531993
"12081","crash ",-87.723959997,41.82531993
"12082","crash ",-87.723953321,41.924628321
"12083","crash ",-87.723951385,41.905059455
"12084","crash ",-87.72394906,41.74929252
"12085","crash ",-87.723949054,41.924408811
"12086","crash ",-87.723938836,41.860611813
"12087","crash ",-87.723938608,41.900264431
"12088","crash ",-87.723937717,41.771265053
"12089","crash ",-87.723935214,41.813271598
"12090","crash ",-87.723935214,41.813271598
"12091","crash ",-87.72392897,41.961104307
"12092","crash ",-87.723925251,41.815304592
"12093","crash ",-87.723925251,41.815304592
"12094","crash ",-87.723925251,41.815304592
"12095","crash ",-87.723921852,41.734923807
"12096","crash ",-87.723920832,41.81293268
"12097","crash ",-87.723920301,41.778531631
"12098","crash ",-87.723911834,41.823351351
"12099","crash ",-87.723910324,41.823284912
"12100","crash ",-87.723910324,41.823284912
"12101","crash ",-87.723909911,41.859703866
"12102","crash ",-87.723906386,41.910023748
"12103","crash ",-87.723903842,41.822999642
"12104","crash ",-87.723902114,41.773285759
"12105","crash ",-87.723894024,41.822567567
"12106","crash ",-87.723891853,41.780667459
"12107","crash ",-87.72388458,41.94652923
"12108","crash ",-87.723868031,41.811446744
"12109","crash ",-87.723868031,41.811446744
"12110","crash ",-87.723868031,41.811446744
"12111","crash ",-87.723865039,41.793087667
"12112","crash ",-87.723865039,41.793087667
"12113","crash ",-87.723850843,41.851288488
"12114","crash ",-87.723850843,41.851288488
"12115","crash ",-87.723845003,41.802201915
"12116","crash ",-87.723845003,41.802201915
"12117","crash ",-87.723842899,41.897105494
"12118","crash ",-87.723827092,41.90641226
"12119","crash ",-87.723822007,41.810304444
"12120","crash ",-87.723819454,41.818836551
"12121","crash ",-87.723819454,41.818836551
"12122","crash ",-87.723819222,41.81905229
"12123","crash ",-87.723819222,41.81905229
"12124","crash ",-87.723819222,41.81905229
"12125","crash ",-87.723819222,41.81905229
"12126","crash ",-87.723819222,41.81905229
"12127","crash ",-87.723816811,41.899153712
"12128","crash ",-87.723810008,41.810019592
"12129","crash ",-87.723803008,41.818354145
"12130","crash ",-87.723803008,41.818354145
"12131","crash ",-87.723803008,41.818354145
"12132","crash ",-87.723799316,41.818242778
"12133","crash ",-87.723797095,41.818186757
"12134","crash ",-87.723795043,41.809608575
"12135","crash ",-87.723790382,41.818018746
"12136","crash ",-87.723790382,41.818018746
"12137","crash ",-87.723790382,41.818018746
"12138","crash ",-87.723787229,41.816823837
"12139","crash ",-87.723782507,41.885475873
"12140","crash ",-87.723782317,41.817794101
"12141","crash ",-87.723782317,41.817794101
"12142","crash ",-87.723775985,41.817512615
"12143","crash ",-87.723774478,41.865099894
"12144","crash ",-87.723768044,41.808874769
"12145","crash ",-87.723764722,41.817232128
"12146","crash ",-87.723764002,41.817176085
"12147","crash ",-87.723762927,41.931941184
"12148","crash ",-87.72376062,41.817008905
"12149","crash ",-87.72375848,41.752252296
"12150","crash ",-87.723758114,41.816905695
"12151","crash ",-87.723758114,41.816905695
"12152","crash ",-87.723757376,41.872668155
"12153","crash ",-87.723753587,41.808479612
"12154","crash ",-87.723750381,41.903686978
"12155","crash ",-87.72374948,41.808366721
"12156","crash ",-87.72374285,41.808198013
"12157","crash ",-87.723742435,41.864100193
"12158","crash ",-87.723739592,41.808085107
"12159","crash ",-87.723739592,41.808085107
"12160","crash ",-87.723736201,41.807971941
"12161","crash ",-87.723736201,41.807971941
"12162","crash ",-87.723736201,41.807971941
"12163","crash ",-87.723730332,41.807788769
"12164","crash ",-87.723730332,41.807788769
"12165","crash ",-87.723730332,41.807788769
"12166","crash ",-87.723730332,41.807788769
"12167","crash ",-87.723730332,41.807788769
"12168","crash ",-87.723730332,41.807788769
"12169","crash ",-87.723729477,41.854525268
"12170","crash ",-87.723728831,41.851340388
"12171","crash ",-87.723724543,41.871540328
"12172","crash ",-87.723721846,41.815380342
"12173","crash ",-87.723717342,41.815256816
"12174","crash ",-87.723717342,41.815256816
"12175","crash ",-87.723716516,41.939026077
"12176","crash ",-87.723716516,41.939026077
"12177","crash ",-87.723716516,41.939026077
"12178","crash ",-87.723715855,41.80981121
"12179","crash ",-87.723714272,41.789458872
"12180","crash ",-87.72371188,41.815107007
"12181","crash ",-87.72371188,41.815107007
"12182","crash ",-87.72371188,41.815107007
"12183","crash ",-87.72371188,41.815107007
"12184","crash ",-87.723703259,41.8069299
"12185","crash ",-87.723696039,41.892281276
"12186","crash ",-87.723683113,41.814369165
"12187","crash ",-87.723683113,41.814369165
"12188","crash ",-87.723679092,41.806128225
"12189","crash ",-87.723676917,41.872449477
"12190","crash ",-87.723673079,41.805945239
"12191","crash ",-87.723673079,41.805945239
"12192","crash ",-87.723673079,41.805945239
"12193","crash ",-87.723673079,41.805945239
"12194","crash ",-87.723673079,41.805945239
"12195","crash ",-87.723665802,41.901075286
"12196","crash ",-87.723664942,41.813914311
"12197","crash ",-87.723661447,41.880642328
"12198","crash ",-87.723660594,41.805546863
"12199","crash ",-87.723658014,41.852088704
"12200","crash ",-87.723655403,41.858988313
"12201","crash ",-87.723652714,41.771732576
"12202","crash ",-87.723651033,41.851841421
"12203","crash ",-87.723650518,41.834966928
"12204","crash ",-87.72364912,41.807992933
"12205","crash ",-87.72364912,41.807992933
"12206","crash ",-87.72364912,41.807992933
"12207","crash ",-87.723649105,41.805092933
"12208","crash ",-87.723648927,41.813460649
"12209","crash ",-87.723642675,41.804864984
"12210","crash ",-87.723641882,41.813277929
"12211","crash ",-87.723637205,41.968398208
"12212","crash ",-87.723623414,41.804110359
"12213","crash ",-87.723623414,41.804110359
"12214","crash ",-87.723623414,41.804110359
"12215","crash ",-87.723617367,41.879677995
"12216","crash ",-87.723612989,41.803816436
"12217","crash ",-87.723608404,41.81237471
"12218","crash ",-87.723586162,41.802076679
"12219","crash ",-87.723581097,41.802644545
"12220","crash ",-87.723574654,41.811451542
"12221","crash ",-87.723574654,41.811451542
"12222","crash ",-87.723574654,41.811451542
"12223","crash ",-87.723573983,41.802409323
"12224","crash ",-87.723568151,41.802226241
"12225","crash ",-87.723566399,41.802171257
"12226","crash ",-87.723557641,41.801896335
"12227","crash ",-87.723548314,41.684017418
"12228","crash ",-87.723545812,41.851418236
"12229"," speed",-87.723544598,41.801401913
"12230"," speed",-87.723544598,41.801401913
"12231"," speed",-87.723544598,41.801401913
"12232"," speed",-87.723544598,41.801401913
"12233"," speed",-87.723544598,41.801401913
"12234"," speed",-87.723544598,41.801401913
"12235"," speed",-87.723544598,41.801401913
"12236"," speed",-87.723544598,41.801401913
"12237"," speed",-87.723544598,41.801401913
"12238"," speed",-87.723544598,41.801401913
"12239"," speed",-87.723544598,41.801401913
"12240"," speed",-87.723544598,41.801401913
