"","POSTED_SPEED_LIMIT","STREET_NAME","LATITUDE","LONGITUDE","Type","regions","distances"
"4484",30,"PULASKI RD",41.88572598,-87.725957262,"crash","109","0.9"
"4485",15,"69TH PL",41.768277184,-87.617900928,"crash","148","1.2"
"4486",30,"PULASKI RD",41.8423184,-87.72435146,"crash","160","2.6"
"4487",35,"WESTERN AVE",41.700301654,-87.681573315,"crash","165","0.6"
"4488",40,"LAKE SHORE DR W",41.85437381,-87.61537594,"crash","033","2.5"
"4489",30,"STONY ISLAND AVE",41.722867079,-87.58528948,"crash","145","2"
"4490",30,"CENTRAL AVE",41.939942012,-87.766694521,"crash","050","1.5"
"4491",30,"GRAND AVE",41.923720752,-87.793679762,"crash","040","1.2"
"4492",25,"LEXINGTON ST",41.871722345,-87.709615962,"crash","123","0.6"
"4493",30,"EGGLESTON AVE",41.673937083,-87.633505396,"crash","045","1.1"
"4494",30,"MAXWELL ST",41.864681242,-87.646365856,"crash","143","2.2"
"4495",30,"ROOSEVELT RD",41.86748292,-87.630492795,"crash","034","0.7"
"4496",30,"WEST END AVE",41.884289414,-87.768528467,"crash","058","0.8"
"4497",30,"FULLERTON AVE",41.924992677,-87.689433314,"crash","090","2"
"4498",30,"SANGAMON ST",41.77568679,-87.648180027,"crash","121","2.2"
"4499",30,"71ST ST",41.765337058,-87.62909174,"crash","063","0.9"
"4500",15,"FERDINAND ST",41.888991001,-87.762581458,"crash","058","1.5"
"4501",20,"KENWOOD AVE",41.752836953,-87.592018614,"crash","138","1.6"
"4502",0,"63RD ST",41.778914696,-87.699626711,"crash","018","1.1"
"4503",30,"63RD ST",41.779351553,-87.664271263,"crash","121","1.7"
"4504",30,"ILLINOIS ST",41.890679288,-87.633881137,"crash","131","0.7"
"4505",30,"55TH ST",41.793165619,-87.740127461,"crash","061","1.6"
"4506",30,"WACKER DR",41.886921528,-87.626365761,"crash","125","0.7"
"4507",30,"OGDEN AVE",41.893902075,-87.656463286,"crash","077","1.4"
"4508",30,"BELMONT AVE",41.939651932,-87.680903205,"crash","026","1"
"4509",35,"AUSTIN BLVD",41.880033142,-87.774507097,"crash","058","0.5"
"4510",30,"DESPLAINES ST",41.889074509,-87.644481871,"crash","131","1.8"
"4511",30,"CENTRAL AVE",41.875524525,-87.764544009,"crash","130","0.2"
"4512",10,"MADISON ST",41.881241457,-87.674282534,"crash","076","0.8"
"4513",30,"TRIPP AVE",41.771209249,-87.728814425,"crash","015","2.2"
"4514",20,"LA SALLE ST",41.677891031,-87.626434902,"crash","045","1.8"
"4515",30,"ASHLAND AVE",41.778360976,-87.664336863,"crash","121","1.8"
"4516",25,"LOREL AVE",41.884673941,-87.759041987,"crash","130","1.3"
"4517",30,"OGDEN AVE",41.853515406,-87.717393294,"crash","162","1.7"
"4518",15,"MADISON ST",41.881241457,-87.674282534,"crash","076","0.8"
"4519",35,"76TH ST",41.755990867,-87.658890189,"crash","170","1.4"
"4520",40,"LAKE SHORE DR NB",41.896816683,-87.616827044,"crash","126","0.6"
"4521",30,"CONGRESS PKWY",41.87486392,-87.684788688,"crash","020","1.8"
"4522",30,"BROADWAY",41.952556588,-87.649500227,"crash","095","1"
"4523",30,"ASHLAND AVE",41.855924843,-87.66623983,"crash","143","0.5"
"4524",30,"DR MARTIN LUTHER KING JR DR",41.707165387,-87.613910231,"crash","035","1.8"
"4525",30,"VINCENNES AVE",41.743504558,-87.636662798,"crash","137","1.4"
"4526",30,"FOSTER AVE",41.975480031,-87.745683444,"crash","149","0.6"
"4527",30,"LOWER WACKER DR",41.877790162,-87.636487589,"crash","034","1"
"4528",30,"EVANS AVE",41.810568278,-87.607676512,"crash","013","1.4"
"4529",30,"WABASH AVE",41.892608982,-87.626898321,"crash","131","0.4"
"4530",20,"WENTWORTH AVE",41.830928485,-87.631357097,"crash","117","2"
"4531",35,"PETERSON AVE",41.990671848,-87.686107552,"crash","051","1.1"
"4532",25,"FRANKLIN BLVD",41.890092327,-87.714420625,"crash","009","1"
"4533",30,"GARFIELD BLVD",41.794740334,-87.626838422,"crash","029","1.6"
"4534",30,"111TH ST",41.691406189,-87.718306078,"crash","048","0.1"
"4535",30,"57TH ST",41.789689792,-87.722942858,"crash","061","0.4"
"4536",30,"ELSTON AVE",41.982956993,-87.764608186,"crash","102","1.5"
"4537",35,"PULASKI RD",41.793982417,-87.723327802,"crash","060","0"
"4538",40,"CICERO AVE",41.739935068,-87.740889063,"crash","072","2.3"
"4539",30,"DIVERSEY AVE",41.93155131,-87.753382986,"crash","044","1"
"4540",30,"79TH ST",41.751838487,-87.566174561,"crash","101","1.4"
"4541",20,"MILWAUKEE AVE",41.976936888,-87.769074312,"crash","102","1"
"4542",30,"DR MARTIN LUTHER KING JR DR",41.851199837,-87.618819484,"crash","033","2.6"
"4543",25,"MICHIGAN AVE",41.88204398,-87.624511037,"crash","033","0.9"
"4544",30,"HALSTED ST",41.714118868,-87.643145408,"crash","035","2.5"
"4545",30,"KOSTNER AVE",41.872765941,-87.735060817,"crash","160","1.1"
"4546",30,"GRAND AVE",41.923448127,-87.800251338,"crash","040","1.9"
"4547",40,"LAKE SHORE DR NB",41.934540911,-87.632363748,"crash","095","3.6"
"4548",0,"DIVERSEY AVE",41.931688919,-87.743016947,"crash","086","0.8"
"4549",30,"WOOD ST",41.788655319,-87.669445624,"crash","119","1.3"
"4550",30,"CENTRAL AVE",41.968116957,-87.767633352,"crash","103","0.4"
"4551",30,"53RD ST",41.798285424,-87.622478878,"crash","029","1.2"
"4552",30,"FULLERTON AVE",41.925016332,-87.6870333,"crash","090","1.7"
"4553",30,"DELAWARE PL",41.899304096,-87.625236491,"crash","139","0.4"
"4554",30,"BROADWAY",41.962973264,-87.656083574,"crash","097","0"
"4555",20,"DAMEN AVE",41.883905143,-87.676563932,"crash","076","1"
"4556",30,"NEW ENGLAND AVE",41.932760342,-87.798124282,"crash","106","1.1"
"4557",30,"LATROBE AVE",41.907297727,-87.757283816,"crash","043","1.3"
"4558",30,"KIMBALL AVE",41.966671227,-87.713458146,"crash","025","1.4"
"4559",55,"LAKE SHORE DR",41.904022359,-87.625160424,"crash","139","0.8"
"4560",30,"CENTRAL AVE",41.945182861,-87.766879841,"crash","050","0.9"
"4561",25,"GRENSHAW ST",41.86791019,-87.659272836,"crash","143","1.7"
"4562",30,"HALSTED ST",41.734222631,-87.64371259,"crash","170","2.1"
"4563",30,"63RD ST",41.77831125,-87.742803565,"crash","061","2.5"
"4564",30,"ASHLAND AVE",41.866944242,-87.666238783,"crash","143","1.6"
"4565",30,"KOSTNER AVE",41.936036953,-87.737086999,"crash","086","0.7"
"4566",35,"PULASKI RD",41.875315839,-87.725339123,"crash","008","0.8"
"4567",5,"ELLIS AVE",41.657768332,-87.597770761,"crash","045","4"
"4568",20,"WABANSIA AVE",41.912539601,-87.682654574,"crash","127","1"
"4569",30,"KEDZIE AVE",41.968992134,-87.708639882,"crash","025","0.8"
"4570",30,"NORTH AVE",41.909321123,-87.761200286,"crash","043","0.9"
"4571",30,"ROOSEVELT RD",41.867263098,-87.646972686,"crash","034","2.2"
"4572",30,"OGDEN AVE",41.893902075,-87.656463286,"crash","077","1.4"
"4573",15,"MERCHANDISE MART PLZ",41.888074281,-87.634955203,"crash","131","1"
"4574",10,"PAXTON AVE",41.730878556,-87.570849947,"crash","145","0.7"
"4575",30,"BROADWAY",41.994641657,-87.660555736,"crash","093","1"
"4576",30,"CICERO AVE",41.964508751,-87.747782249,"crash","147","0.4"
"4577",30,"SANGAMON ST",41.752839707,-87.647591447,"crash","136","1.5"
"4578",35,"DEARBORN ST",41.876699512,-87.629110665,"crash","034","0.3"
"4579",30,"LA SALLE ST",41.885444388,-87.632582135,"crash","131","1.2"
"4580",30,"SUPERIOR ST",41.895568349,-87.628251861,"crash","131","0"
"4581",30,"WESTERN AVE",41.990586042,-87.689822473,"crash","051","1"
"4582",30,"LARAMIE AVE",41.888663739,-87.755223014,"crash","130","1.9"
"4583",30,"DEARBORN ST",41.876097858,-87.62910389,"crash","034","0.2"
"4584",15,"CERMAK RD",41.851882906,-87.688916083,"crash","135","0.3"
"4585",30,"SCHOOL ST",41.941453354,-87.666019235,"crash","172","0.4"
"4586",30,"CLARK ST",41.872286408,-87.630759002,"crash","034","0.3"
"4587",25,"GRAND AVE",41.892094137,-87.611569884,"crash","126","0.8"
"4588",15,"DAMEN AVE",41.865456169,-87.67635732,"crash","134","1.6"
"4589",30,"SHERIDAN RD",42.000443496,-87.660859351,"crash","093","1.5"
"4590",30,"HARDING AVE",41.854525268,-87.723729477,"crash","160","1.3"
"4591",25,"PRATT BLVD",42.004908346,-87.691002237,"crash","051","0.5"
"4592",30,"MOZART ST",41.932003487,-87.69869703,"crash","028","1.7"
"4593",10,"WASHINGTON BLVD",41.883274864,-87.644219101,"crash","034","2.1"
"4594",30,"LEXINGTON ST",41.871070483,-87.744973905,"crash","160","2"
"4595",30,"BROADWAY",41.973622343,-87.659941244,"crash","097","1.2"
"4596",30,"BELMONT AVE",41.939182607,-87.728760435,"crash","087","0.4"
"4597",5,"79TH ST",41.749909872,-87.706968346,"crash","073","1.3"
"4598",30,"ROOSEVELT RD",41.866523842,-87.684575201,"crash","135","1.4"
"4599",15,"LAFLIN ST",41.805647818,-87.662605846,"crash","119","1.3"
"4600",0,"HALSTED ST",41.685628324,-87.642023161,"crash","022","2.5"
"4601",35,"LINCOLN AVE",41.995026573,-87.715152772,"crash","024","0.9"
"4602",30,"MICHIGAN AVE",41.875458907,-87.624400571,"crash","033","0.3"
"4603",0,"79TH ST",41.750342062,-87.673002391,"crash","169","1.3"
"4604",30,"GREEN ST",41.699544114,-87.643675127,"crash","023","2.4"
"4605",30,"ASHLAND AVE",41.750444546,-87.663587603,"crash","170","0.8"
"4606",30,"TORRENCE AVE",41.666112991,-87.55900308,"crash","120","5.6"
"4607",30,"KOSTNER AVE",41.795513636,-87.732883779,"crash","061","0.9"
"4608",15,"KEYSTONE AVE",41.966858078,-87.729060404,"crash","004","0.8"
"4609",30,"ASHLAND AVE",41.75026224,-87.663580117,"crash","170","0.8"
"4610",30,"LAWRENCE AVE",41.968237739,-87.718313008,"crash","004","1.3"
"4611",30,"WASHINGTON BLVD",41.882805112,-87.694666494,"crash","122","1.1"
"4612",30,"LAKE SHORE DR NB",41.875889718,-87.616995155,"crash","033","1.1"
"4613",30,"CLARK ST",41.876818253,-87.6308945,"crash","034","0.4"
"4614",40,"LAKE SHORE DR NB",41.983975995,-87.652836203,"crash","093","1.8"
"4615",30,"HALSTED ST",41.685026256,-87.642297367,"crash","022","2.5"
"4616",30,"ARMITAGE AVE",41.917968112,-87.672318233,"crash","113","0.8"
"4617",25,"WESTERN AVE",41.882036019,-87.686602413,"crash","122","1.8"
"4618",30,"KEELER AVE",41.939074117,-87.732184876,"crash","087","0.7"
"4619",35,"IRVING PARK RD",41.953422164,-87.756126197,"crash","050","0.9"
"4620",30,"PRAIRIE AVE",41.818297977,-87.619984658,"crash","013","2.7"
"4621",30,"CONGRESS PKWY",41.875022326,-87.670454113,"crash","076","1.1"
"4622",15,"RIVERSIDE PLZ",41.881977048,-87.63887584,"crash","034","1.5"
"4623",30,"WABASH AVE",41.882017806,-87.626065993,"crash","033","0.9"
"4624",30,"CRYSTAL ST",41.903229682,-87.759129893,"crash","043","1.6"
"4625",30,"WOOD ST",41.869148948,-87.671561693,"crash","077","1.7"
"4626",30,"ARLINGTON PL",41.926744371,-87.641058433,"crash","091","3"
"4627",30,"IRVING PARK RD",41.953930482,-87.715426196,"crash","089","1.8"
"4628",30,"PULASKI RD",41.770886041,-87.722416675,"crash","015","1.5"
"4629",30,"KIMBARK AVE",41.784088973,-87.594876428,"crash","013","1.9"
"4630",30,"95TH ST",41.72227472,-87.581950512,"crash","145","1.9"
"4631",10,"ARCHER AVE",41.841852477,-87.657801036,"crash","117","1.2"
"4632",30,"HOYNE AVE",41.891685198,-87.679523606,"crash","129","1.4"
"4633",30,"LAWRENCE AVE",41.968023282,-87.737963193,"crash","003","1"
"4634",30,"NORTH AVE",41.909482191,-87.748698311,"crash","044","1.6"
"4635",30,"CERMAK RD",41.851962509,-87.699152531,"crash","021","0.9"
"4636",30,"HOWARD ST",42.019181973,-87.701164442,"crash","051","2.4"
"4637",15,"CALIFORNIA AVE",41.975223741,-87.698752602,"crash","025","0.6"
"4638",25,"95TH ST",41.722492097,-87.582115513,"crash","145","1.9"
"4639",30,"BELMONT AVE",41.939416428,-87.709993185,"crash","088","1.4"
"4640",30,"DAMEN AVE",41.831835811,-87.675461839,"crash","144","0.8"
"4641",30,"ADDISON ST",41.945131272,-87.808147971,"crash","176","2"
"4642",30,"PRINCETON AVE",41.713085467,-87.631010578,"crash","035","1.4"
"4643",0,"CLARK ST",41.915087539,-87.63419398,"crash","139","2.1"
"4644",30,"POLK ST",41.872335353,-87.630680717,"crash","034","0.3"
"4645",30,"CHICAGO AVE",41.896658335,-87.621866337,"crash","126","0.6"
"4646",30,"WABASH AVE",41.884651832,-87.62639868,"crash","125","0.8"
"4647",35,"ADA ST",41.735785991,-87.657131189,"crash","170","0.9"
"4648",30,"HALSTED ST",41.929041453,-87.648740057,"crash","091","2.1"
"4649",30,"CLARK ST",41.938349483,-87.649543889,"crash","095","2"
"4650",30,"43RD ST",41.816492075,-87.633624519,"crash","117","3"
"4651",30,"MADISON ST",41.880897273,-87.720881226,"crash","009","0.3"
"4652",30,"STATE ST",41.780008277,-87.625522512,"crash","146","0.6"
"4653",30,"71ST ST",41.765939556,-87.578882199,"crash","101","0.7"
"4654",30,"47TH ST",41.808694581,-87.667025073,"crash","119","1.8"
"4655",30,"CARMEN AVE",41.973584098,-87.749968394,"crash","149","0.4"
"4656",30,"HAMLIN BLVD",41.880848568,-87.720608574,"crash","009","0.3"
"4657",30,"COLUMBUS DR",41.89104258,-87.620078044,"crash","125","0.1"
"4658",30,"ASHLAND AVE",41.839299957,-87.665935242,"crash","144","0.4"
"4659",30,"ALDINE AVE",41.941902434,-87.649806318,"crash","095","1.7"
"4660",30,"WELLS ST",41.885494118,-87.634070102,"crash","131","1.2"
"4661",30,"ASHLAND AVE",41.753901516,-87.663670333,"crash","170","1.2"
"4662",30,"BISHOP ST",41.788877021,-87.660959881,"crash","121","0.6"
"4663",30,"WOOD ST",41.867415933,-87.671514854,"crash","143","1.9"
"4664",30,"DIVISION ST",41.903881827,-87.639610849,"crash","133","1.4"
"4665",30,"CERMAK RD",41.851586941,-87.729690433,"crash","160","1.6"
"4666",30,"92ND ST",41.7276443,-87.604542232,"crash","036","1.9"
"4667",30,"47TH ST",41.807876332,-87.731882475,"crash","030","1"
"4668",30,"NORTH AVE",41.911022578,-87.648761519,"crash","112","2"
"4669",30,"IRVING PARK RD",41.953073424,-87.767056415,"crash","049","0.2"
"4670",25,"CHICAGO AVE",41.896013831,-87.66407098,"crash","075","1.3"
"4671",30,"CHICAGO AVE",41.895662593,-87.706619209,"crash","011","0.4"
"4672",30,"WOOD ST",41.69749525,-87.666965185,"crash","023","0.7"
"4673",20,"DR MARTIN LUTHER KING JR DR",41.832624505,-87.616841096,"crash","117","3.4"
"4674",30,"JEFFERY AVE",41.72273739,-87.575508032,"crash","145","1.6"
"4675",30,"GRAND AVE",41.923708193,-87.795300781,"crash","040","1.4"
"4676",30,"WILSON AVE",41.965372111,-87.649355849,"crash","096","0.7"
"4677",30,"37TH PL",41.825686861,-87.692121017,"crash","007","0.8"
"4678",15,"PULASKI RD",41.985931514,-87.72836921,"crash","003","1.1"
"4679",30,"NORTH AVE",41.910103251,-87.716756183,"crash","157","1.1"
"4680",30,"79TH ST",41.750864721,-87.623889856,"crash","063","1.1"
"4681",30,"79TH ST",41.749681441,-87.721836296,"crash","071","0"
"4682",30,"33RD ST",41.83437074,-87.640034501,"crash","117","1"
"4683",30,"GRANVILLE AVE",41.994258769,-87.674106117,"crash","093","0.8"
"4684",30,"CLARK ST",41.990840109,-87.670172953,"crash","093","0.2"
"4685",30,"DAMEN AVE",41.793478362,-87.674426221,"crash","070","1.4"
"4686",35,"MARQUETTE RD",41.771827654,-87.699943173,"crash","018","0.4"
"4687",20,"DEVON AVE",41.997427713,-87.700917134,"crash","024","1.1"
"4688",30,"26TH ST",41.845250178,-87.643978617,"crash","117","0.5"
"4689",30,"HURON ST",41.894970914,-87.615977846,"crash","126","0.5"
"4690",30,"26TH ST",41.84418808,-87.720949869,"crash","160","2.5"
"4691",25,"GLENLAKE AVE",41.992382314,-87.689768665,"crash","051","0.8"
"4692",30,"WENTWORTH AVE",41.830492529,-87.631640879,"crash","117","2"
"4693",30,"WESTERN AVE",41.787128695,-87.683994834,"crash","070","0.8"
"4694",10,"95TH ST",41.722263198,-87.582917635,"crash","145","1.9"
"4695",30,"WINCHESTER AVE",41.99075526,-87.678571588,"crash","093","1.1"
"4696",45,"LAKE SHORE DR E",41.864116957,-87.618949975,"crash","033","1.4"
"4697",30,"MONTCLARE AVE",41.972435456,-87.804920212,"crash","158","1.9"
"4698",30,"JACKSON BLVD",41.8777806,-87.650680815,"crash","077","1.6"
"4699",30,"NORTH AVE",41.90924161,-87.786514516,"crash","039","1.6"
"4700",15,"98TH ST",41.717650943,-87.527007602,"crash","142","0.9"
"4701",20,"58TH ST",41.789380235,-87.620627327,"crash","146","1"
"4702",30,"PEORIA ST",41.877976137,-87.649434446,"crash","077","1.7"
"4703",30,"AUSTIN AVE",41.914876711,-87.775561735,"crash","039","1.2"
"4704",30,"SOUTHPORT AVE",41.952401641,-87.664018273,"crash","095","0.6"
"4705",30,"71ST ST",41.764839251,-87.68118881,"crash","067","1.7"
"4706",30,"NARRAGANSETT AVE",41.945688345,-87.786151243,"crash","105","0.8"
"4707",30,"PULASKI RD",41.770822638,-87.722415398,"crash","015","1.5"
"4708",0,"AVERS AVE",41.918319698,-87.72306976,"crash","157","0.6"
"4709",30,"WESTERN AVE",41.801765658,-87.684093926,"crash","100","0"
"4710",30,"35TH ST",41.830296068,-87.690058613,"crash","007","0.9"
"4711",15,"HALSTED ST",41.747086099,-87.644084383,"crash","136","1.5"
"4712",30,"MASON AVE",41.880059539,-87.772874201,"crash","058","0.4"
"4713",15,"FAIRFIELD AVE",41.781898341,-87.692107003,"crash","070","1.4"
"4714",30,"RANDOLPH ST",41.884476187,-87.649832934,"crash","077","1.5"
"4715",45,"LAKE SHORE DR NB",41.878444515,-87.617055093,"crash","033","1.2"
"4716",30,"FOSTER AVE",41.97537554,-87.753724514,"crash","149","0.8"
"4717",30,"CLYBOURN AVE",41.91499718,-87.655426277,"crash","112","1.4"
"4718",30,"MADISON ST",41.880756571,-87.732373043,"crash","009","1.6"
"4719",30,"PULASKI RD",41.891722404,-87.726120187,"crash","109","0.3"
"4720",30,"OHIO ST",41.892383417,-87.626804787,"crash","131","0.4"
"4721",20,"LA SALLE ST",41.719651793,-87.627550401,"crash","035","0.7"
"4722",30,"CLINTON ST",41.883746492,-87.641104976,"crash","034","1.8"
"4723",20,"ALDINE AVE",41.941737197,-87.646026863,"crash","095","1.9"
"4724",15,"NORTH AVE",41.909688552,-87.74974573,"crash","044","1.6"
"4725",30,"RANDOLPH ST",41.884628445,-87.622612699,"crash","125","0.6"
"4726",0,"FEDERAL ST",41.838237007,-87.629099057,"crash","117","1.9"
"4727",30,"LAWRENCE AVE",41.967839027,-87.754050238,"crash","147","0.5"
"4728",30,"WESTERN AVE",41.970553161,-87.689117439,"crash","094","0.8"
"4729",30,"HARLEM AVE",41.931339545,-87.806366763,"crash","106","2"
"4730",30,"38TH ST",41.824320214,-87.703562517,"crash","007","2"
"4731",10,"COTTAGE GROVE AVE",41.808901664,-87.606696966,"crash","013","1.2"
"4732",30,"59TH ST",41.78592859,-87.716484512,"crash","059","1.1"
"4733",35,"FLOURNOY ST",41.871932753,-87.764525237,"crash","057","0.1"
"4734",30,"103RD ST",41.706454814,-87.670448163,"crash","154","1.3"
"4735",30,"KEDZIE AVE",41.912028244,-87.706949733,"crash","011","1.4"
"4736",30,"NATOMA AVE",41.974059108,-87.792606473,"crash","158","1"
"4737",30,"64TH ST",41.778215156,-87.633464426,"crash","146","1.5"
"4738",35,"NORTH AVE",41.909061558,-87.800323679,"crash","039","2.5"
"4739",30,"WABASH AVE",41.861324513,-87.625542259,"crash","033","1.4"
"4740",30,"BELMONT AVE",41.937488575,-87.845145618,"crash","175","2"
"4741",30,"KEELER AVE",41.844417224,-87.7295698,"crash","160","2.4"
"4742",30,"FULLERTON AVE",41.924903798,-87.678892344,"crash","090","0.8"
"4743",25,"ORLEANS ST",41.888741038,-87.637080541,"crash","131","1.1"
"4744",30,"86TH ST",41.736487303,-87.739762647,"crash","072","2.5"
"4745",30,"ASHLAND AVE",41.954494163,-87.669203053,"crash","095","1.1"
"4746",30,"26TH ST",41.844324795,-87.71106732,"crash","021","2.2"
"4747",30,"CHRISTIANA AVE",41.801259406,-87.707312772,"crash","167","0.9"
"4748",0,"47TH ST",41.809316525,-87.613790359,"crash","013","1.5"
"4749",30,"FORD CITY DR",41.753318741,-87.730069729,"crash","072","0.9"
"4750",30,"NORTH AVE",41.909829712,-87.738610959,"crash","159","1.1"
"4751",25,"WRIGHTWOOD AVE",41.928111692,-87.744440671,"crash","044","0.5"
"4752",0,"CLARK ST",41.867571015,-87.630586474,"crash","034","0.7"
"4753",30,"DAMEN AVE",41.710279583,-87.671917591,"crash","154","1.2"
"4754",30,"CLARK ST",41.910417111,-87.631499468,"crash","139","1.5"
"4755",30,"59TH ST",41.786925924,-87.65960243,"crash","121","0.7"
"4756",30,"MONTROSE AVE",41.961519135,-87.666419675,"crash","095","1.1"
"4757",30,"WACKER DR",41.886708887,-87.629450249,"crash","131","1"
"4758",30,"BENSON ST",41.837737415,-87.660994187,"crash","144","0.8"
"4759",20,"ASHLAND AVE",41.675622321,-87.661182966,"crash","022","1.6"
"4760",30,"ARMITAGE AVE",41.917984608,-87.654062898,"crash","112","1.6"
"4761",30,"PETERSON AVE",41.99036601,-87.693454639,"crash","051","1.1"
"4762",30,"PULASKI RD",41.799264188,-87.723482507,"crash","031","0.2"
"4763",30,"GRAND AVE",41.923651269,-87.802667791,"crash","106","2.2"
"4764",30,"ST LOUIS AVE",41.78954957,-87.710652154,"crash","166","0.8"
"4765",30,"ELSTON AVE",41.929848997,-87.684643784,"crash","090","1.5"
"4766",30,"MICHIGAN AVE",41.890122937,-87.624246651,"crash","125","0.4"
"4767",30,"KIMBERLY AVE",41.972991363,-87.743819502,"crash","149","0.5"
"4768",30,"WESTERN AVE",41.79337566,-87.683882094,"crash","070","0.3"
"4769",25,"105TH ST",41.702840186,-87.683180201,"crash","165","0.3"
"4770",15,"LOOMIS ST",41.856547632,-87.661136266,"crash","143","0.4"
"4771",20,"18TH ST",41.857643161,-87.668913876,"crash","143","0.8"
"4772",25,"80TH ST",41.749991021,-87.552384323,"crash","145","2.6"
"4773",5,"49TH PL",41.804399945,-87.646906582,"crash","118","1.3"
"4774",15,"ASHLAND AVE",41.933404875,-87.668580331,"crash","171","0.5"
"4775",30,"MAPLEWOOD AVE",41.778468409,-87.687429466,"crash","070","1.6"
"4776",30,"93RD ST",41.725596364,-87.60441071,"crash","036","1.9"
"4777",30,"KEDZIE AVE",41.808047272,-87.704118822,"crash","167","1.5"
"4778",30,"HOMAN BLVD",41.883876221,-87.710945892,"crash","009","0.8"
"4779",10,"PULASKI RD",41.971981221,-87.727986898,"crash","004","0.2"
"4780",30,"JEFFERSON ST",41.873528301,-87.642543993,"crash","034","1.6"
"4781",30,"WALLER AVE",41.898312263,-87.768090783,"crash","043","2.2"
"4782",35,"MORGAN ST",41.735912386,-87.648639196,"crash","170","1.5"
"4783",30,"BLUE ISLAND AVE",41.858128211,-87.661112564,"crash","143","0.6"
"4784",30,"HOMAN AVE",41.895609279,-87.711585928,"crash","011","0.8"
"4785",30,"KARLOV AVE",41.886264333,-87.72842914,"crash","109","0.9"
"4786",30,"ROCKWELL ST",41.851008677,-87.690368536,"crash","135","0.5"
"4787",30,"CANNON DR",41.925806932,-87.633819649,"crash","139","3.2"
"4788",30,"MICHIGAN AVE",41.891120593,-87.623988704,"crash","125","0.4"
"4789",30,"CONGRESS PKWY",41.874888485,-87.686562451,"crash","020","1.6"
"4790",30,"COMMERCIAL AVE",41.7357073,-87.551246276,"crash","140","2"
"4791",30,"CHICAGO AVE",41.895008333,-87.739591172,"crash","107","1.3"
"4792",10,"ROCKWELL ST",41.822838128,-87.689874005,"crash","007","0.5"
"4793",30,"CENTRAL AVE",41.791501279,-87.762408216,"crash","061","4.1"
"4794",30,"JACKSON BLVD",41.878285886,-87.627730075,"crash","033","0.4"
"4795",30,"RASCHER AVE",41.978465608,-87.839194206,"crash","175","3.9"
"4796",30,"LAWNDALE AVE",41.924890768,-87.719298533,"crash","177","0.9"
"4797",35,"FULLERTON DR",41.926005042,-87.631304336,"crash","139","3.2"
"4798",30,"BELMONT AVE",41.93908154,-87.736326959,"crash","086","0.7"
"4799",30,"COTTAGE GROVE AVE",41.77924681,-87.606051915,"crash","148","1"
"4800",30,"SACRAMENTO BLVD",41.875352575,-87.701195993,"crash","122","0.2"
"4801",30,"MICHIGAN AVE",41.8655389,-87.624257393,"crash","033","0.9"
"4802",40,"LAKE SHORE DR SB",41.912960346,-87.626608335,"crash","139","1.8"
"4803",30,"MICHIGAN AVE",41.71262455,-87.620278519,"crash","035","1"
"4804",30,"ASHLAND AVE",41.877692267,-87.66654338,"crash","077","0.6"
"4805",30,"NAGLE AVE",41.913348457,-87.786911139,"crash","039","1.2"
"4806",30,"DIVERSEY AVE",41.93114729,-87.783200166,"crash","104","0.7"
"4807",30,"STONY ISLAND AVE",41.751460603,-87.585971993,"crash","138","1.1"
"4808",30,"LECLAIRE AVE",41.975085493,-87.755134173,"crash","149","0.9"
"4809",30,"LELAND AVE",41.966378213,-87.721825807,"crash","004","1.1"
"4810",30,"ADAMS ST",41.879523209,-87.630895271,"crash","034","0.7"
"4811",30,"TAYLOR ST",41.869365746,-87.653152116,"crash","077","1.9"
"4812",30,"ROOSEVELT RD",41.866009583,-87.744481804,"crash","160","1.9"
"4813",30,"MICHIGAN AVE",41.707780467,-87.620268482,"crash","035","1.5"
"4814",30,"99TH ST",41.71375456,-87.669011204,"crash","154","1.6"
"4815",30,"TROY ST",41.878099837,-87.704668114,"crash","122","0.2"
"4816",25,"23RD PL",41.849428828,-87.684759633,"crash","110","0.2"
"4817",30,"WESTERN AVE",41.848559058,-87.685687252,"crash","110","0.3"
"4818",0,"KIMBALL AVE",41.939731753,-87.712665378,"crash","088","1.1"
"4819",25,"63RD ST",41.779602319,-87.647153162,"crash","118","1.9"
"4820",30,"100TH ST",41.71377154,-87.536540723,"crash","142","0.7"
"4821",30,"ADAMS ST",41.879509584,-87.632366854,"crash","034","0.8"
"4822",30,"HARRISON ST",41.874273372,-87.627245233,"crash","033","0"
"4823",30,"103RD ST",41.707365256,-87.617573839,"crash","035","1.6"
"4824",30,"STATE ST",41.869839811,-87.627332239,"crash","034","0.4"
"4825",30,"LAWNDALE AVE",41.870710197,-87.718149324,"crash","008","0.7"
"4826",30,"NAGLE AVE",41.982602596,-87.787593817,"crash","158","0.3"
"4827",30,"COLUMBUS DR",41.866112629,-87.619717081,"crash","033","1.2"
"4828",30,"ELSTON AVE",41.978426218,-87.756689782,"crash","102","1.3"
"4829",30,"CALIFORNIA AVE",41.842469056,-87.69500252,"crash","110","1.5"
"4830",0,"MORGAN ST",41.830051088,-87.651099469,"crash","117","1.2"
"4831",35,"CONGRESS PLAZA DR",41.875668676,-87.623410818,"crash","033","0.4"
"4832",30,"ADAMS ST",41.879487754,-87.634442228,"crash","034","0.9"
"4833",30,"CALDWELL AVE",42.008224236,-87.785327116,"crash","156","2.4"
