"","POSTED_SPEED_LIMIT","STREET_NAME","LATITUDE","LONGITUDE","Type","regions","distances"
"21792",30,"WABASH AVE",41.865399757,-87.62593557,"crash","033","0.9"
"21793",30,"WRIGHTWOOD AVE",41.928957504,-87.650152012,"crash","091","2"
"21794",30,"BRYN MAWR AVE",41.982794923,-87.782374909,"crash","156","0.7"
"21795",30,"VAN BUREN ST",41.876540995,-87.648702225,"crash","077","1.8"
"21796",30,"KEDZIE AVE",41.821209866,-87.704340182,"crash","007","2.1"
"21797",30,"KINZIE ST",41.888986415,-87.638014875,"crash","131","1.2"
"21798",30,"GARFIELD BLVD",41.793554363,-87.664637551,"crash","119","0.6"
"21800",30,"LAKE SHORE DR NB",41.889146117,-87.614136925,"crash","126","0.5"
"21801",30,"73RD ST",41.762523909,-87.585776806,"crash","138","0.9"
"21802",0,"MARQUETTE RD",41.771797999,-87.687845987,"crash","018","1.7"
"21803",30,"55TH ST",41.792985102,-87.753319696,"crash","061","3.1"
"21804",30,"STATE ST",41.88064744,-87.627585907,"crash","033","0.7"
"21805",30,"AUSTIN AVE",41.965937193,-87.777348891,"crash","103","1.5"
"21806",30,"DEVON AVE",41.997244692,-87.78758481,"crash","156","1.2"
"21807",35,"HALSTED ST",41.776095756,-87.644890947,"crash","118","2.4"
"21808",30,"WESTERN AVE",41.805382076,-87.684502949,"crash","173","0.3"
"21809",30,"OGDEN AVE",41.847777523,-87.734505969,"crash","160","2.2"
"21810",25,"WILLOW ST",41.913961081,-87.646850986,"crash","112","2.3"
"21811",30,"STONY ISLAND AVE",41.722243815,-87.584969118,"crash","145","2.1"
"21812",30,"WASHINGTON BLVD",41.88177313,-87.722229556,"crash","009","0.4"
"21813",30,"CICERO AVE",41.816738003,-87.743243468,"crash","030","2.6"
"21814",30,"LEAVITT ST",41.846632401,-87.680742841,"crash","110","0.7"
"21815",30,"MORGAN ST",41.768966453,-87.649508265,"crash","136","2.2"
"21816",25,"LAKE SHORE DR SB",41.912960346,-87.626608335,"crash","139","1.8"
"21817",30,"KEDZIE AVE",41.786155308,-87.703493141,"crash","164","0.7"
"21818",30,"STATE ST",41.756525977,-87.624578523,"crash","063","0.8"
"21819",30,"RANDOLPH ST",41.884577219,-87.624403634,"crash","125","0.7"
"21820",20,"BURNHAM AVE",41.741102365,-87.556497524,"crash","145","1.8"
"21822",35,"LAWNDALE AVE",41.749506859,-87.714735903,"crash","073","0.4"
"21823",30,"OGDEN AVE",41.859653795,-87.700813934,"crash","021","0.2"
"21824",40,"LAKE SHORE DR SB",41.899322279,-87.618738433,"crash","126","0.9"
"21825",30,"SOUTH SHORE DR",41.762478319,-87.558863776,"crash","101","1.9"
"21826",30,"70TH PL",41.764896225,-87.722292538,"crash","015","1.3"
"21827",40,"115TH ST",41.684582324,-87.686057432,"crash","165","2.4"
"21828",30,"WACKER DR",41.881886227,-87.63661833,"crash","034","1.3"
"21829",30,"HIGGINS AVE",41.976258339,-87.787407366,"crash","158","0.8"
"21830",30,"MADISON ST",41.880227717,-87.75774847,"crash","057","1"
"21831",35,"ASHLAND AVE",41.748434803,-87.663533575,"crash","170","0.6"
"21832",30,"BELMONT AVE",41.939417382,-87.709925116,"crash","088","1.4"
"21833",30,"AUSTIN BLVD",41.870916356,-87.774153448,"crash","058","0.8"
"21834",35,"WENTWORTH AVE",41.76188011,-87.629835945,"crash","063","0.5"
"21835",25,"MONTROSE AVE",41.961909845,-87.653127379,"crash","096","0.2"
"21836",30,"MILWAUKEE AVE",41.89387242,-87.651523198,"crash","077","1.8"
"21837",30,"HALSTED ST",41.928723477,-87.649022578,"crash","091","2.1"
"21838",30,"WESTERN AVE",41.713569899,-87.681985722,"crash","154","0.7"
"21839",30,"PULASKI RD",41.796197591,-87.723391883,"crash","060","0.2"
"21840",30,"EDBROOKE AVE",41.702877673,-87.619517693,"crash","035","2"
"21841",30,"LAKE SHORE DR",41.731147298,-87.540034641,"crash","141","0.9"
"21842",35,"BROADWAY",41.987464807,-87.660334373,"crash","093","0.9"
"21843",30,"59TH ST",41.787025873,-87.638546471,"crash","118","2"
"21844",30,"BELMONT AVE",41.94009648,-87.64884604,"crash","095","1.9"
"21845",30,"MILWAUKEE AVE",41.902361503,-87.665151714,"crash","112","1"
"21846",30,"MADISON ST",41.881559957,-87.654372398,"crash","077","1"
"21847",30,"HURON ST",41.894968673,-87.629399179,"crash","131","0.1"
"21848",40,"LAKE SHORE DR SB",41.954689241,-87.644974644,"crash","096","1.4"
"21849",30,"DAMEN AVE",41.779407145,-87.673757496,"crash","070","2.1"
"21850",30,"DAKIN ST",41.95348786,-87.653493989,"crash","095","0.5"
"21851",30,"DR MARTIN LUTHER KING JR DR",41.759974617,-87.615011341,"crash","063","1.8"
"21852",25,"LAWRENCE AVE",41.968670226,-87.695162748,"crash","078","0.8"
"21853",30,"ARCHER AVE",41.855044397,-87.630048327,"crash","034","2"
"21854",30,"WILSON DR",41.966017307,-87.645388632,"crash","096","1.1"
"21855",30,"FULLERTON AVE",41.924239339,-87.754572877,"crash","044","0.7"
"21856",35,"WESTERN AVE",41.690564654,-87.681264513,"crash","165","1.7"
"21857",30,"WESTERN AVE",41.771884028,-87.683588402,"crash","014","2.1"
"21858",35,"DEVON AVE",41.997177253,-87.717314079,"crash","024","1.2"
"21859",35,"63RD ST",41.779162824,-87.677031197,"crash","070","1.9"
"21860",35,"LAKE SHORE DR",41.732770411,-87.540020018,"crash","141","1.1"
"21861",20,"GREENLEAF AVE",42.009995822,-87.679608094,"crash","051","1.5"
"21862",30,"DAMEN AVE",41.795672679,-87.674497461,"crash","100","1.2"
"21863",30,"CENTRAL AVE",41.923661062,-87.766125517,"crash","041","0.2"
"21864",30,"DEVON AVE",41.997458858,-87.765754186,"crash","114","2"
"21865",30,"LEAVITT ST",41.917557318,-87.682664395,"crash","127","1.5"
"21866",30,"DAMEN AVE",41.793424883,-87.674131152,"crash","070","1.4"
"21867",25,"BELMONT AVE",41.940079497,-87.650112781,"crash","095","1.8"
"21868",30,"WESTERN AVE",41.917445894,-87.687259972,"crash","127","1.5"
"21869",25,"STATE ST",41.894035812,-87.62798619,"crash","131","0.2"
"21870",30,"71ST ST",41.765031723,-87.662830812,"crash","170","2.4"
"21871",30,"PAULINA ST",41.981425289,-87.672358999,"crash","093","0.9"
"21872",30,"LA SALLE DR",41.911302312,-87.633300483,"crash","139","1.6"
"21873",30,"WESTERN AVE",41.823363391,-87.685028685,"crash","007","0"
"21874",30,"53RD ST",41.799729101,-87.583974985,"crash","013","2.5"
"21875",30,"STATE ST",41.861895049,-87.627141887,"crash","034","1.3"
"21876",30,"PAULINA ST",41.906243703,-87.669862281,"crash","113","0.6"
"21877",30,"LE MOYNE ST",41.907909663,-87.746200189,"crash","044","1.8"
"21878",30,"DIVISION ST",41.902255383,-87.76556479,"crash","043","1.8"
"21879",30,"PULASKI RD",41.961708726,-87.727994089,"crash","004","1.3"
"21880",30,"CUMBERLAND AVE",41.940338556,-87.836359246,"crash","175","1"
"21881",30,"ROOSEVELT RD",41.867521937,-87.627522975,"crash","034","0.6"
"21882",30,"RACINE AVE",41.791634744,-87.654663053,"crash","118","0.4"
"21883",30,"TAYLOR ST",41.869855597,-87.640270308,"crash","034","1.4"
"21884",35,"SOUTH SHORE DR",41.759729191,-87.556513467,"crash","101","2.2"
"21885",10,"65TH ST",41.773931996,-87.793232824,"crash","061","7.8"
"21886",30,"FULLERTON DR",41.925796306,-87.635213192,"crash","139","3.2"
"21887",30,"18TH ST",41.857656017,-87.667968208,"crash","143","0.8"
"21888",30,"ROOSEVELT RD",41.867523859,-87.627383864,"crash","034","0.6"
"21889",30,"WELLS ST",41.841998973,-87.633129112,"crash","117","1.4"
"21890",30,"71ST ST",41.764612309,-87.681859122,"crash","067","1.7"
"21891",35,"87TH ST",41.735352539,-87.699220575,"crash","066","2"
"21892",30,"PRINCETON AVE",41.850888274,-87.634906139,"crash","117","1.7"
"21894",30,"RUSH ST",41.900248755,-87.627117758,"crash","139","0.4"
"21895",30,"INDIANA AVE",41.867402127,-87.622406868,"crash","033","0.9"
"21896",30,"NARRAGANSETT AVE",41.920595227,-87.785203231,"crash","039","0.4"
"21897",30,"LA SALLE ST",41.886789232,-87.632333342,"crash","131","1"
"21898",30,"STONY ISLAND AVE",41.751400364,-87.585499838,"crash","138","1.1"
"21899",30,"WESTERN AVE",41.964663055,-87.688930753,"crash","094","0.2"
"21900",30,"PULASKI RD",41.936086712,-87.726950572,"crash","087","0.4"
"21901",30,"82ND ST",41.74599015,-87.597281902,"crash","138","2.5"
"21902",30,"LOOMIS BLVD",41.772237625,-87.659312137,"crash","121","2.3"
"21903",30,"ALBANY AVE",41.970667537,-87.705946263,"crash","025","0.5"
"21904",30,"INDIANA AVE",41.852795125,-87.622415409,"crash","033","2.3"
"21905",35,"KOSTNER AVE",41.960916884,-87.738575293,"crash","147","1.4"
"21906",30,"MICHIGAN AVE",41.889354252,-87.624102456,"crash","125","0.4"
"21907",30,"PULASKI RD",41.756876395,-87.722321738,"crash","072","0.7"
"21908",30,"PULASKI RD",41.822563836,-87.724187479,"crash","030","2.1"
"21909",30,"KEDVALE AVE",41.952238886,-87.73065751,"crash","087","1.5"
"21910",30,"ROOSEVELT RD",41.866747978,-87.668961126,"crash","143","1.7"
"21911",30,"CALIFORNIA AVE",41.840251156,-87.695257525,"crash","110","1.7"
"21912",30,"WENTWORTH AVE",41.831491403,-87.631666585,"crash","117","1.9"
"21913",30,"CHICAGO AVE",41.896653138,-87.622239662,"crash","126","0.7"
"21914",25,"GREEN ST",41.877446062,-87.648248948,"crash","077","1.8"
"21915",30,"STEWART AVE",41.743398158,-87.634251774,"crash","137","1.4"
"21916",30,"70TH ST",41.767363082,-87.62988457,"crash","063","1.1"
"21917",30,"WABANSIA AVE",41.912274222,-87.672554938,"crash","113","0.5"
"21918",30,"BELMONT AVE",41.939440561,-87.707718516,"crash","088","1.6"
"21919",30,"BROADWAY",41.940280831,-87.644554112,"crash","095","2.2"
"21920",30,"91ST ST",41.729517796,-87.601059336,"crash","036","2.4"
"21921",30,"GRAND AVE",41.891075889,-87.64752724,"crash","077","2"
"21922",25,"HALSTED ST",41.926294228,-87.648937904,"crash","091","2.1"
"21923",30,"NORTHWEST HWY",41.991609476,-87.798025759,"crash","158","1.2"
"21924",30,"CENTRAL PARK AVE",41.931196183,-87.717325687,"crash","177","0.8"
"21925",30,"111TH ST",41.691197818,-87.7212587,"crash","048","0.4"
"21926",30,"PARK SHORE EAST CT",41.781657974,-87.588006075,"crash","013","2.7"
"21927",30,"CERMAK RD",41.851509196,-87.734559326,"crash","160","1.8"
"21928",30,"WENTWORTH AVE",41.772809318,-87.629819787,"crash","146","1.3"
"21929",30,"CLARK ST",41.996080125,-87.670061516,"crash","093","0.8"
"21930",30,"MARSHFIELD AVE",41.950417498,-87.670312052,"crash","172","1.2"
"21931",25,"TOUHY AVE",42.011850277,-87.704640085,"crash","051","2"
"21932",25,"WESTERN BLVD",41.806555849,-87.683955358,"crash","173","0.4"
"21933",15,"MENARD AVE",41.881726409,-87.769663036,"crash","058","0.5"
"21934",30,"ADAMS ST",41.878946979,-87.65717778,"crash","077","0.9"
"21935",25,"79TH ST",41.750849435,-87.624555707,"crash","063","1"
"21936",30,"FOSTER AVE",41.976303989,-87.668237702,"crash","093","1.3"
"21937",30,"DIVISION ST",41.903880998,-87.639671648,"crash","133","1.4"
"21938",30,"37TH ST",41.827301913,-87.639194662,"crash","117","1.7"
"21939",30,"NORTH AVE",41.910363233,-87.677702539,"crash","113","1.1"
"21940",35,"CALIFORNIA AVE",41.808221484,-87.694056664,"crash","099","1.1"
"21941",30,"CHICAGO AVE",41.89594964,-87.681222033,"crash","129","0.9"
"21942",30,"DIVISION ST",41.902787528,-87.725876955,"crash","159","0.8"
"21943",30,"95TH ST",41.722434115,-87.586543428,"crash","145","2.2"
"21944",30,"IRVING PARK RD",41.953893201,-87.717885671,"crash","089","1.7"
"21945",30,"59TH ST",41.787238481,-87.626451592,"crash","146","1"
"21946",30,"CLARK ST",41.873310733,-87.630787816,"crash","034","0.3"
"21947",30,"NORTH AVE",41.910582764,-87.677701677,"crash","113","1.1"
"21948",25,"CENTRAL AVE",41.79996165,-87.762672469,"crash","061","4.2"
"21949",30,"PULASKI RD",41.85491537,-87.724996011,"crash","160","1.2"
"21950",30,"ASHLAND AVE",41.806989204,-87.664780606,"crash","119","1.5"
"21951",30,"DEARBORN ST",41.89226584,-87.629523686,"crash","131","0.3"
"21952",30,"KEDZIE AVE",41.785444028,-87.703471402,"crash","164","0.7"
"21953",30,"HOYNE AVE",41.944185638,-87.680758234,"crash","026","0.8"
"21954",30,"111TH ST",41.69199348,-87.674506446,"crash","023","1.1"
"21955",35,"ZEMKE RD",41.99502233,-87.884612889,"crash","175","8.3"
"21956",30,"STONY ISLAND AVE",41.751460603,-87.585971993,"crash","138","1.1"
"21957",30,"CALIFORNIA AVE",41.83727705,-87.695172247,"crash","007","1.9"
"21958",30,"35TH ST",41.830628323,-87.664365243,"crash","144","0.7"
"21959",30,"KEDZIE AVE",41.805267682,-87.703746777,"crash","167","1.2"
"21960",30,"WILSON AVE",41.964737155,-87.689948869,"crash","094","0.2"
"21961",30,"GRAND AVE",41.890972465,-87.674590583,"crash","076","1.1"
"21962",30,"NORTH AVE",41.910582764,-87.677701677,"crash","113","1.1"
"21963",35,"WESTERN AVE",41.726542524,-87.682092973,"crash","154","2.2"
"21964",30,"HALSTED ST",41.948799126,-87.649678275,"crash","095","1.1"
"21965",15,"PULASKI RD",41.929274579,-87.727053843,"crash","177","0.3"
"21966",30,"SUNNYSIDE AVE",41.96349643,-87.654843424,"crash","096","0.1"
"21967",30,"PULASKI RD",41.807679545,-87.723433318,"crash","030","0.4"
"21968",30,"44TH PL",41.813015257,-87.733584989,"crash","030","1.5"
"21969",30,"RIDGE AVE",41.987331929,-87.66589254,"crash","093","0.3"
"21970",30,"NORTH AVE",41.909309684,-87.762154601,"crash","043","0.9"
"21971",25,"PEARSON ST",41.897702581,-87.623461956,"crash","139","0.6"
"21972",20,"RAVENSWOOD AVE",41.965250772,-87.674771766,"crash","056","1.1"
"21973",30,"75TH ST",41.758471711,-87.617719482,"crash","063","1.5"
"21974",30,"MADISON ST",41.881390786,-87.679029391,"crash","076","1.3"
"21975",30,"ARCHER AVE",41.797396422,-87.750732894,"crash","061","2.9"
"21976",30,"KINZIE ST",41.889343478,-87.629512274,"crash","131","0.7"
"21977",30,"DOTY AVE E",41.692752711,-87.596988754,"crash","035","4.1"
"21978",15,"PAULINA ST",41.904789218,-87.670180266,"crash","112","0.8"
"21979",30,"LA SALLE DR",41.891056784,-87.63271228,"crash","131","0.6"
"21980",30,"CANAL ST",41.853701997,-87.638708328,"crash","117","1.6"
"21981",30,"111TH ST",41.692496201,-87.621100773,"crash","035","3.2"
"21982",30,"DIVERSEY PKWY",41.932693674,-87.657136682,"crash","091","1.3"
"21983",35,"75TH ST",41.758831243,-87.591030188,"crash","138","1.3"
"21984",30,"31ST ST",41.837013681,-87.723073174,"crash","160","3.2"
"21985",30,"CENTRAL PARK AVE",41.920894105,-87.717029748,"crash","157","1.3"
"21986",30,"CLARK ST",41.883747652,-87.63106578,"crash","034","1.1"
"21987",25,"KEDZIE AVE",41.786155308,-87.703493141,"crash","164","0.7"
"21988",30,"DEVON AVE",41.9971764,-87.717534649,"crash","024","1.2"
"21989",30,"STEWART AVE",41.743398158,-87.634251774,"crash","137","1.4"
"21990",30,"BELL AVE",42.006272047,-87.686080574,"crash","051","0.7"
"21991",30,"CICERO AVE",41.801547127,-87.743135684,"crash","031","2.1"
"21992",30,"RACINE AVE",41.891115781,-87.6575341,"crash","077","1.1"
"21993",30,"DIVERSEY AVE",41.931345921,-87.76919529,"crash","041","1"
"21994",30,"ASHLAND AVE",41.808511597,-87.665117292,"crash","119","1.7"
"21995",0,"WESTERN AVE",41.990172161,-87.689809271,"crash","051","1.1"
"21996",30,"CLINTON ST",41.868238225,-87.64060652,"crash","034","1.5"
"21997",35,"87TH ST",41.734990922,-87.72008135,"crash","073","1.5"
"21998",30,"CANAL ST",41.876746668,-87.639785287,"crash","034","1.3"
"21999",40,"LAKE SHORE DR E",41.86720096,-87.61908569,"crash","033","1.1"
"22000",30,"ASHLAND AVE",41.92024549,-87.668572963,"crash","092","0.6"
"22001",30,"LAFAYETTE AVE",41.758068532,-87.626516982,"crash","063","0.5"
"22002",20,"CALUMET AVE",41.685961636,-87.614537232,"crash","045","3.2"
"22003",30,"STATE ST",41.677976959,-87.622802767,"crash","045","2"
"22004",35,"75TH ST",41.758626719,-87.589438865,"crash","138","1.2"
"22005",30,"INDIANAPOLIS AVE",41.710203608,-87.532273734,"crash","120","0.3"
"22006",30,"LOWER WACKER DR",41.887973204,-87.622574239,"crash","125","0.3"
"22007",30,"ASHLAND AVE",41.764867752,-87.663647157,"crash","170","2.4"
"22008",30,"CICERO AVE",41.798558278,-87.743071866,"crash","061","2.1"
"22009",30,"NORTH AVE",41.910433046,-87.687078135,"crash","127","0.7"
"22010",30,"MILWAUKEE AVE",41.911744385,-87.679351018,"crash","129","1.2"
"22011",30,"KEYSTONE AVE",41.984781609,-87.729850147,"crash","003","1"
"22012",40,"126TH ST",41.666815498,-87.551597046,"crash","120","5.1"
"22013",30,"HOLLYWOOD AVE",41.985346259,-87.660036422,"crash","093","1"
"22014",15,"WENTWORTH AVE",41.796234875,-87.630404924,"crash","029","2"
"22015",30,"WASHINGTON ST",41.883327829,-87.628689923,"crash","034","1"
"22016",35,"ASHLAND AVE",41.96878808,-87.669289405,"crash","097","1.6"
"22017",30,"STATE ST",41.846832256,-87.627031052,"crash","117","2.2"
"22018",30,"ASHLAND AVE",41.727544508,-87.662973439,"crash","168","1.5"
"22019",30,"119TH ST",41.677760393,-87.653662138,"crash","022","1.8"
"22020",30,"100TH ST",41.713924081,-87.543216406,"crash","142","1.1"
"22021",30,"RANDOLPH ST",41.884624773,-87.619254324,"crash","124","0.6"
"22022",30,"119TH ST",41.677917673,-87.622548613,"crash","045","2"
"22023",30,"TOUHY AVE",42.012614851,-87.682147442,"crash","051","1.6"
"22024",30,"SUNNYSIDE AVE",41.962958093,-87.699803985,"crash","078","0.3"
"22025",30,"NARRAGANSETT AVE",41.935409128,-87.785982749,"crash","104","0.1"
"22026",30,"DAMEN AVE",41.877779868,-87.67670046,"crash","076","1.3"
"22027",30,"WESTERN AVE",41.88380414,-87.686357862,"crash","122","1.9"
"22028",45,"LAKE SHORE DR W",41.856626918,-87.616285283,"crash","033","2.2"
"22029",30,"WOOD ST",41.735459457,-87.667775009,"crash","168","0.8"
"22030",35,"95TH ST",41.721487514,-87.649873194,"crash","168","2.6"
"22031",15,"BLACKSTONE AVE",41.799451172,-87.590581636,"crash","013","1.7"
"22032",30,"BLACKSTONE AVE",41.799451172,-87.590581636,"crash","013","1.7"
"22033",20,"BOSWORTH AVE",41.904275858,-87.666045232,"crash","112","0.8"
"22035",30,"MILWAUKEE AVE",41.974637186,-87.766992958,"crash","102","0.6"
"22036",30,"DAMEN AVE",41.911336758,-87.677336258,"crash","113","1"
"22037",30,"LOOMIS ST",41.867657951,-87.661750884,"crash","143","1.6"
"22038",30,"94TH ST",41.723074194,-87.668901797,"crash","168","2.1"
"22039",30,"GILES AVE",41.832276853,-87.61950519,"crash","117","3.1"
"22040",25,"ARTESIAN AVE",41.794433132,-87.685999222,"crash","070","0.1"
"22041",30,"BELMONT AVE",41.939570412,-87.68810786,"crash","026","0.6"
"22042",30,"WABASH AVE",41.87849644,-87.625942102,"crash","033","0.5"
"22043",30,"TORRENCE AVE",41.708793409,-87.559827351,"crash","140","2.9"
"22044",35,"ROSCOE ST",41.943457596,-87.653638523,"crash","095","1.3"
"22045",30,"HALSTED ST",41.716738092,-87.642937254,"crash","035","2.4"
"22046",35,"PRAIRIE AVE",41.809242496,-87.619736802,"crash","029","1.9"
"22047",30,"DR MARTIN LUTHER KING JR DR",41.751487383,-87.615113844,"crash","063","1.9"
"22048",0,"CLARK ST",41.90336345,-87.631282812,"crash","139","0.7"
"22049",30,"OAKLEY BLVD",41.877629977,-87.683724998,"crash","076","2"
"22050",30,"NORTH AVE",41.910363233,-87.677702539,"crash","113","1.1"
"22051",30,"WESTERN AVE",41.797398663,-87.683979629,"crash","098","0.4"
"22052",30,"31ST ST",41.836961883,-87.726847489,"crash","160","3.2"
"22053",35,"LINCOLN AVE",41.986709244,-87.701430225,"crash","024","0.8"
"22054",25,"COLUMBUS DR",41.886973201,-87.620848333,"crash","124","0.3"
"22055",30,"NARRAGANSETT AVE",41.938537408,-87.786213837,"crash","105","0.1"
"22056",15,"VAN BUREN ST",41.874651436,-87.762140237,"crash","057","0.2"
"22057",25,"HOMAN AVE",41.779774525,-87.707866547,"crash","018","1.2"
"22058",10,"ARCHER AVE",41.80408512,-87.720317529,"crash","032","0.2"
"22059",10,"DR MARTIN LUTHER KING JR DR",41.714574032,-87.613830526,"crash","035","1.1"
"22060",30,"LA SALLE DR",41.908761212,-87.633224084,"crash","139","1.4"
"22061",30,"HARLEM AVE",41.937917398,-87.806597165,"crash","106","1.9"
"22062",40,"LAKE SHORE DR NB",41.901002863,-87.619779806,"crash","126","1"
"22063",30,"DEARBORN ST",41.890002162,-87.629458801,"crash","131","0.6"
"22064",25,"DEVON AVE",41.998002807,-87.667694243,"crash","093","1"
"22065",30,"NORTH AVE",41.911123843,-87.643490345,"crash","133","2.2"
"22066",30,"DEARBORN ST",41.890002162,-87.629458801,"crash","131","0.6"
"22067",20,"DIVISION ST",41.903455316,-87.667558994,"crash","112","0.9"
"22068",30,"LEAVITT ST",41.874888793,-87.68151708,"crash","076","1.9"
"22069",30,"ARCHER AVE",41.850955802,-87.639041754,"crash","117","1.3"
"22070",45,"LAKE SHORE DR W",41.857849087,-87.616840879,"crash","033","2.1"
"22071",30,"AUGUSTA BLVD",41.899124309,-87.702440275,"crash","011","0.2"
"22072",30,"LAKE ST",41.884753676,-87.711229789,"crash","009","0.8"
"22073",20,"CALUMET AVE",41.71467264,-87.615318322,"crash","035","1"
"22074",30,"CICERO AVE",41.88056088,-87.745426843,"crash","057","2.2"
"22075",30,"AUSTIN BLVD",41.87795561,-87.774431162,"crash","058","0.4"
"22076",30,"CALIFORNIA AVE",41.815457103,-87.694276108,"crash","007","1.3"
"22077",5,"87TH ST",41.735425265,-87.694928705,"crash","066","1.7"
"22078",30,"ORLEANS ST",41.891585331,-87.637178365,"crash","131","1"
"22079",30,"ARMITAGE AVE",41.91691718,-87.738008129,"crash","159","1.3"
"22080",15,"HAMLIN AVE",41.932336658,-87.722242919,"crash","177","0.3"
"22081",25,"OGDEN AVE",41.887414981,-87.661740943,"crash","077","0.5"
"22082",30,"RACINE AVE",41.886614632,-87.656981894,"crash","077","0.8"
"22083",30,"SACRAMENTO BLVD",41.879059116,-87.701296937,"crash","122","0.2"
"22084",30,"NORTH AVE",41.911272068,-87.633117174,"crash","139","1.6"
"22085",30,"KEDZIE AVE",41.787407404,-87.703526227,"crash","164","0.5"
"22086",20,"INDIANA AVE",41.866561283,-87.622679413,"crash","033","0.9"
"22087",30,"35TH ST",41.831005942,-87.635093047,"crash","117","1.6"
"22088",30,"63RD ST",41.780019628,-87.634969745,"crash","146","1.6"
"22089",10,"SHERIDAN RD",41.999893872,-87.660837285,"crash","093","1.4"
"22090",35,"PULASKI RD",41.961685947,-87.727699422,"crash","004","1.4"
"22091",35,"CLARK ST",41.888087353,-87.630888075,"crash","131","0.8"
"22092",30,"ASHLAND AVE",41.925110816,-87.667997322,"crash","092","0.1"
"22093",30,"LINCOLN AVE",41.991919472,-87.709631334,"crash","024","0.2"
"22094",30,"DAYTON ST",41.909542191,-87.649609606,"crash","112","2"
"22095",30,"CLARK ST",41.895939669,-87.631378661,"crash","133","0.2"
"22096",0,"119TH ST",41.677760393,-87.653662138,"crash","022","1.8"
"22097",30,"CLARK ST",41.994395013,-87.670001586,"crash","093","0.6"
"22098",25,"RANDOLPH ST",41.884483688,-87.615456174,"crash","124","0.8"
"22099",30,"MARCEY ST",41.911901564,-87.653322802,"crash","112","1.5"
"22100",30,"18TH ST",41.857711095,-87.643083442,"crash","117","1.9"
"22101",30,"79TH ST",41.751328256,-87.590560975,"crash","138","1.5"
"22102",30,"COLUMBUS DR",41.873148327,-87.62073886,"crash","033","0.7"
"22103",30,"DAMEN AVE",41.863734391,-87.67631269,"crash","134","1.5"
"22104",25,"113TH ST",41.688972324,-87.6306374,"crash","045","2.8"
"22105",35,"PULASKI RD",41.817176085,-87.723764002,"crash","030","1.5"
"22106",30,"NORTH AVE",41.910786719,-87.649738716,"crash","112","1.9"
"22107",30,"JACKSON BLVD",41.878034428,-87.631171407,"crash","034","0.6"
"22108",30,"DEVON AVE",41.997438945,-87.76302762,"crash","114","1.7"
"22109",30,"LEONARD AVE",41.988019421,-87.769605066,"crash","156","2"
"22110",30,"ASHLAND AVE",41.9353549,-87.668649956,"crash","171","0.3"
"22111",30,"IRON ST",41.827630442,-87.659468543,"crash","144","1.3"
"22112",30,"CALIFORNIA AVE",41.782672315,-87.693346742,"crash","070","1.3"
"22113",30,"ASHLAND AVE",41.874133273,-87.666744083,"crash","077","1"
"22114",30,"74TH ST",41.759853407,-87.644338447,"crash","136","1.2"
"22115",35,"ADDISON ST",41.947257247,-87.659232576,"crash","095","0.8"
"22116",30,"MARQUETTE DR",41.775679028,-87.571713664,"crash","101","1.8"
"22117",30,"18TH ST",41.857942336,-87.663958007,"crash","143","0.6"
"22118",20,"WOLFRAM ST",41.932936678,-87.717641704,"crash","177","0.8"
"22119",30,"BOWMANVILLE AVE",41.979088581,-87.68507235,"crash","056","1.8"
"22120",30,"LOOMIS ST",41.861501922,-87.661271189,"crash","143","1"
"22121",30,"SACRAMENTO BLVD",41.895432301,-87.702052377,"crash","011","0.5"
"22122",30,"MARQUETTE RD",41.771114369,-87.735331506,"crash","061","2.6"
"22123",25,"NEWGARD AVE",42.00477209,-87.667090203,"crash","093","1.7"
"22124",10,"NEENAH AVE",41.938132921,-87.789728257,"crash","106","0"
"22125",15,"WABANSIA AVE",41.911515214,-87.732556025,"crash","159","0.4"
"22126",30,"PULASKI RD",41.894778706,-87.726211592,"crash","109","0"
"22127",30,"76TH ST",41.756779666,-87.610156923,"crash","063","2.4"
"22128",30,"RUBLE ST",41.867134208,-87.64423752,"crash","034","1.9"
"22129",30,"COLUMBUS DR",41.887910042,-87.620803561,"crash","124","0.2"
"22130",30,"STONY ISLAND AVE",41.724074784,-87.585303232,"crash","145","1.9"
"22131",30,"KEYSTONE AVE",41.96472012,-87.729287727,"crash","004","1"
"22132",30,"WESTERN BLVD",41.826340531,-87.684203949,"crash","007","0.3"
"22133",15,"CANAL ST",41.837215673,-87.637878354,"crash","117","1"
"22134",30,"WOOD ST",41.849003681,-87.670690436,"crash","143","0.9"
"22135",5,"ASHLAND AVE",41.772098233,-87.664164618,"crash","121","2.4"
"22136",30,"HALSTED ST",41.735785266,-87.64375883,"crash","170","2"
"22137",35,"WASHINGTON BLVD",41.881802963,-87.736854864,"crash","107","1.7"
"22138",30,"LARAMIE AVE",41.909977009,-87.755822648,"crash","043","1.1"
"22139",0,"OAKLEY AVE",41.996266572,-87.687539795,"crash","051","0.5"
"22140",30,"NORTH AVE",41.909941484,-87.730332665,"crash","159","0.1"
"22141",15,"ADAMS ST",41.879472797,-87.635807481,"crash","034","1"
"22142",35,"CENTRAL AVE",41.936128176,-87.766560036,"crash","041","1.3"
"22143",30,"WOODLAWN AVE",41.780728149,-87.596061971,"crash","148","2.1"
"22144",30,"SOUTH CHICAGO AVE",41.769182524,-87.610415883,"crash","148","1.2"
